,z,y,x,price,table,depth,carat,-
29442,2.87,4.7,4.67,701.0,57.0,61.3,0.38,29443.0
29443,2.91,4.76,4.73,701.0,56.0,61.3,0.4,29444.0
29444,3.23,4.96,5.04,701.0,60.0,64.6,0.5,29445.0
29445,2.97,4.77,4.74,702.0,58.0,62.5,0.41,29446.0
29446,2.76,4.5,4.48,702.0,56.0,61.5,0.34,29447.0
29447,2.77,4.54,4.51,702.0,56.0,61.2,0.34,29448.0
29448,2.81,4.49,4.46,702.0,56.0,62.8,0.34,29449.0
29449,2.74,4.49,4.46,702.0,56.0,61.2,0.33,29450.0
29450,2.76,4.49,4.47,702.0,55.0,61.6,0.33,29451.0
29451,2.77,4.49,4.46,702.0,56.0,61.9,0.33,29452.0
29452,2.65,4.34,4.28,702.0,62.0,61.5,0.3,29453.0
29453,2.92,4.58,4.63,702.0,57.0,63.4,0.38,29454.0
29454,2.9,4.76,4.82,702.0,58.0,60.5,0.4,29455.0
29455,2.71,4.49,4.42,702.0,55.0,60.8,0.32,29456.0
29456,2.78,4.45,4.43,702.0,53.0,62.6,0.33,29457.0
29457,2.77,4.44,4.42,702.0,56.0,62.5,0.33,29458.0
29458,2.9,4.69,4.63,702.0,58.0,62.2,0.39,29459.0
29459,2.71,4.43,4.39,702.0,62.0,61.5,0.33,29460.0
29460,2.73,4.41,4.37,702.0,56.0,62.2,0.32,29461.0
29461,2.71,4.4,4.36,702.0,56.0,61.9,0.32,29462.0
29462,2.71,4.41,4.38,702.0,58.0,61.7,0.32,29463.0
29463,2.71,4.42,4.36,702.0,55.0,61.7,0.32,29464.0
29464,2.85,4.82,4.8,702.0,59.0,59.3,0.4,29465.0
29465,2.73,4.41,4.39,702.0,57.0,62.0,0.32,29466.0
29466,2.71,4.38,4.36,702.0,55.0,62.0,0.32,29467.0
29467,2.71,4.43,4.4,702.0,56.0,61.4,0.32,29468.0
29468,2.75,4.39,4.36,702.0,56.0,62.9,0.32,29469.0
29469,2.94,4.71,4.67,702.0,59.0,62.7,0.4,29470.0
29470,2.74,4.46,4.38,702.0,55.0,62.0,0.32,29471.0
29471,2.74,4.43,4.4,702.0,56.0,62.1,0.32,29472.0
29472,2.72,4.41,4.37,702.0,57.0,62.0,0.32,29473.0
29473,2.74,4.43,4.42,702.0,55.0,61.9,0.32,29474.0
29474,2.93,4.74,4.71,702.0,59.0,62.0,0.4,29475.0
29475,2.74,4.4,4.36,702.0,58.0,62.6,0.32,29476.0
29476,2.7,4.43,4.4,702.0,59.0,61.2,0.32,29477.0
29477,2.71,4.44,4.4,702.0,56.0,61.3,0.32,29478.0
29478,2.88,4.71,4.67,702.0,60.0,61.4,0.4,29479.0
29479,2.7,4.48,4.44,702.0,58.0,60.5,0.32,29480.0
29480,2.73,4.43,4.4,702.0,55.0,61.8,0.32,29481.0
29481,2.74,4.41,4.38,702.0,56.0,62.3,0.32,29482.0
29482,2.73,4.41,4.39,702.0,55.0,62.0,0.32,29483.0
29483,2.7,4.49,4.43,702.0,55.0,60.5,0.32,29484.0
29484,2.94,4.7,4.66,702.0,60.0,62.8,0.4,29485.0
29485,2.73,4.44,4.41,702.0,56.0,61.7,0.32,29486.0
29486,2.84,4.81,4.78,702.0,61.0,59.2,0.4,29487.0
29487,2.74,4.42,4.4,702.0,54.0,62.1,0.32,29488.0
29488,2.75,4.42,4.41,702.0,57.0,62.3,0.32,29489.0
29489,2.89,4.83,4.77,702.0,56.0,60.2,0.4,29490.0
29490,2.72,4.38,4.37,702.0,55.0,62.2,0.32,29491.0
29491,2.71,4.4,4.35,702.0,56.0,61.9,0.32,29492.0
29492,2.73,4.41,4.38,702.0,56.0,62.1,0.32,29493.0
29493,2.72,4.42,4.41,702.0,55.0,61.6,0.32,29494.0
29494,2.74,4.38,4.37,702.0,53.0,62.6,0.32,29495.0
29495,2.73,4.4,4.37,702.0,54.0,62.3,0.32,29496.0
29496,2.71,4.4,4.35,702.0,56.0,61.9,0.32,29497.0
29497,2.71,4.45,4.44,702.0,59.0,61.0,0.32,29498.0
29498,2.74,4.38,4.35,702.0,54.0,62.8,0.32,29499.0
29499,2.74,4.43,4.39,702.0,55.0,62.1,0.32,29500.0
29500,2.71,4.43,4.38,702.0,55.0,61.5,0.32,29501.0
29501,2.72,4.38,4.36,702.0,55.0,62.2,0.32,29502.0
29502,2.87,4.8,4.76,702.0,63.0,60.0,0.4,29503.0
29503,2.68,4.39,4.35,702.0,59.0,61.3,0.32,29504.0
29504,2.92,4.72,4.7,702.0,59.0,62.0,0.4,29505.0
29505,2.89,4.76,4.7,702.0,61.0,61.1,0.4,29506.0
29506,2.72,4.4,4.36,702.0,55.0,62.1,0.32,29507.0
29507,2.74,4.38,4.36,702.0,55.0,62.7,0.32,29508.0
29508,2.72,4.4,4.36,702.0,55.0,62.1,0.32,29509.0
29509,2.67,4.43,4.39,702.0,59.0,60.5,0.32,29510.0
29510,2.72,4.45,4.42,702.0,57.0,61.3,0.32,29511.0
29511,2.89,4.72,4.66,702.0,59.0,61.6,0.4,29512.0
29512,2.74,4.42,4.4,702.0,55.0,62.1,0.32,29513.0
29513,2.71,4.4,4.36,702.0,56.0,61.9,0.32,29514.0
29514,2.72,4.41,4.37,702.0,54.0,62.0,0.32,29515.0
29515,2.8,4.76,4.74,703.0,61.0,58.9,0.39,29516.0
29516,2.9,4.68,4.64,703.0,54.0,62.2,0.38,29517.0
29517,2.98,4.77,4.73,703.0,56.0,62.7,0.41,29518.0
29518,2.98,4.84,4.8,703.0,58.0,61.7,0.43,29519.0
29519,2.9,4.66,4.62,703.0,54.4,62.4,0.38,29520.0
29520,2.91,4.69,4.65,703.0,53.4,62.3,0.38,29521.0
29521,2.88,4.7,4.66,703.0,55.1,61.5,0.38,29522.0
29522,2.89,4.71,4.64,703.0,54.1,61.9,0.38,29523.0
29523,2.89,4.66,4.63,703.0,55.0,62.3,0.38,29524.0
29524,2.89,4.7,4.67,703.0,55.4,61.7,0.38,29525.0
29525,2.88,4.68,4.63,703.0,54.7,61.9,0.38,29526.0
29526,2.89,4.7,4.66,703.0,53.9,61.5,0.38,29527.0
29527,2.69,4.32,4.27,703.0,54.0,62.5,0.3,29528.0
29528,2.68,4.33,4.3,703.0,53.8,62.2,0.3,29529.0
29529,2.95,4.86,4.8,703.0,57.0,61.1,0.41,29530.0
29530,2.92,4.76,4.72,703.0,55.0,61.6,0.4,29531.0
29531,2.85,4.69,4.66,703.0,55.0,61.0,0.37,29532.0
29532,2.62,4.45,4.46,704.0,59.0,58.8,0.31,29533.0
29533,2.61,4.43,4.3,704.0,59.0,59.8,0.3,29534.0
29534,2.61,4.31,4.26,704.0,63.0,60.9,0.3,29535.0
29535,2.86,4.8,4.76,704.0,57.0,60.0,0.39,29536.0
29536,2.96,4.75,4.73,704.0,54.0,62.4,0.4,29537.0
29537,2.94,4.73,4.69,704.0,56.0,62.4,0.4,29538.0
29538,2.79,4.51,4.49,704.0,56.0,62.0,0.35,29539.0
29539,2.58,4.23,4.17,704.0,57.0,61.4,0.27,29540.0
29540,2.69,4.36,4.3,704.0,56.0,62.1,0.31,29541.0
29541,3.0,4.84,4.8,704.0,53.0,62.2,0.42,29542.0
29542,3.0,4.63,4.58,704.0,59.0,65.1,0.4,29543.0
29543,2.99,4.94,4.87,704.0,60.0,61.0,0.43,29544.0
29544,3.06,4.83,4.79,704.0,55.0,63.6,0.43,29545.0
29545,3.01,4.79,4.75,704.0,58.0,63.1,0.43,29546.0
29546,2.88,4.7,4.65,705.0,59.0,61.6,0.38,29547.0
29547,2.88,4.7,4.68,705.0,54.0,61.3,0.38,29548.0
29548,2.62,4.4,4.37,705.0,56.0,59.7,0.29,29549.0
29549,2.84,4.64,4.62,705.0,55.0,61.3,0.36,29550.0
29550,2.51,4.07,4.06,705.0,56.0,61.7,0.25,29551.0
29551,2.5,4.07,4.05,705.0,56.0,61.7,0.25,29552.0
29552,2.5,4.03,4.01,705.0,56.0,62.3,0.25,29553.0
29553,2.52,4.12,4.09,705.0,55.0,61.5,0.25,29554.0
29554,2.97,4.76,4.73,705.0,52.0,62.6,0.4,29555.0
29555,2.95,4.77,4.73,705.0,55.0,62.1,0.4,29556.0
29556,2.93,4.79,4.77,705.0,57.0,61.3,0.4,29557.0
29557,2.71,4.46,4.49,705.0,56.0,60.6,0.33,29558.0
29558,2.77,4.4,4.42,705.0,58.0,62.8,0.33,29559.0
29559,2.7,4.42,4.45,705.0,59.0,60.9,0.33,29560.0
29560,2.67,4.44,4.47,705.0,61.0,59.9,0.33,29561.0
29561,3.01,4.74,4.72,705.0,58.0,63.6,0.41,29562.0
29562,2.67,4.31,4.25,705.0,59.0,62.4,0.3,29563.0
29563,2.93,4.72,4.66,705.0,56.0,62.5,0.4,29564.0
29564,3.0,4.74,4.73,705.0,57.0,63.4,0.41,29565.0
29565,2.99,4.74,4.71,705.0,58.0,63.3,0.41,29566.0
29566,2.94,4.8,4.78,705.0,57.0,61.4,0.41,29567.0
29567,2.97,4.72,4.68,705.0,58.0,63.2,0.41,29568.0
29568,2.9,4.81,4.77,705.0,63.0,60.5,0.41,29569.0
29569,2.98,4.75,4.7,705.0,59.0,63.1,0.41,29570.0
29570,2.95,4.8,4.78,705.0,57.0,61.6,0.41,29571.0
29571,2.86,4.84,4.8,705.0,61.0,59.3,0.41,29572.0
29572,3.0,4.75,4.7,705.0,56.0,63.5,0.41,29573.0
29573,3.01,4.74,4.71,705.0,58.0,63.7,0.41,29574.0
29574,2.93,4.83,4.76,705.0,62.0,61.1,0.41,29575.0
29575,2.95,4.78,4.77,705.0,56.0,61.8,0.41,29576.0
29576,2.99,4.78,4.71,705.0,56.0,63.0,0.41,29577.0
29577,2.94,4.82,4.78,705.0,59.0,61.2,0.41,29578.0
29578,2.93,4.78,4.75,705.0,61.0,61.5,0.41,29579.0
29579,2.97,4.75,4.71,705.0,57.0,62.8,0.41,29580.0
29580,2.98,4.77,4.72,705.0,58.0,62.8,0.41,29581.0
29581,2.94,4.78,4.74,705.0,60.0,61.8,0.41,29582.0
29582,3.0,4.78,4.73,705.0,57.0,63.1,0.41,29583.0
29583,3.0,4.73,4.7,705.0,56.0,63.6,0.41,29584.0
29584,2.73,4.41,4.37,706.0,53.0,62.2,0.31,29585.0
29585,2.99,4.84,4.81,706.0,55.5,61.9,0.43,29586.0
29586,2.69,4.46,4.44,706.0,56.0,60.4,0.32,29587.0
29587,3.04,4.97,4.92,706.0,55.0,61.5,0.45,29588.0
29588,3.06,4.95,4.92,706.0,55.0,62.0,0.45,29589.0
29589,2.96,4.89,4.86,706.0,61.0,60.7,0.43,29590.0
29590,2.76,4.38,4.4,706.0,56.0,62.9,0.32,29591.0
29591,2.76,4.38,4.4,706.0,56.0,62.9,0.32,29592.0
29592,2.78,4.35,4.36,706.0,55.0,63.8,0.32,29593.0
29593,2.75,4.31,4.33,706.0,55.0,63.7,0.32,29594.0
29594,2.71,4.34,4.37,706.0,60.0,62.2,0.32,29595.0
29595,2.82,4.53,4.51,706.0,55.0,62.4,0.35,29596.0
29596,2.84,4.56,4.52,706.0,54.0,62.6,0.35,29597.0
29597,2.78,4.52,4.49,706.0,61.0,61.7,0.35,29598.0
29598,2.8,4.54,4.5,706.0,58.0,61.9,0.35,29599.0
29599,2.81,4.5,4.46,706.0,58.0,62.7,0.35,29600.0
29600,2.83,4.5,4.48,706.0,55.0,63.0,0.35,29601.0
29601,2.78,4.6,4.57,706.0,56.0,60.6,0.35,29602.0
29602,2.79,4.55,4.52,706.0,57.0,61.5,0.35,29603.0
29603,2.82,4.49,4.48,706.0,58.0,62.9,0.35,29604.0
29604,2.82,4.53,4.5,706.0,57.0,62.5,0.35,29605.0
29605,2.8,4.58,4.54,706.0,54.0,61.4,0.35,29606.0
29606,2.83,4.57,4.54,706.0,56.0,62.1,0.35,29607.0
29607,2.74,4.65,4.6,706.0,56.0,59.2,0.35,29608.0
29608,2.78,4.52,4.48,706.0,58.0,61.8,0.35,29609.0
29609,2.77,4.54,4.51,706.0,58.0,61.2,0.35,29610.0
29610,2.36,4.03,4.09,438.0,59.0,58.1,0.23,29611.0
29611,2.58,4.22,4.18,439.0,57.0,61.5,0.27,29612.0
29612,2.57,4.17,4.14,439.0,56.0,61.9,0.27,29613.0
29613,2.56,4.21,4.19,439.0,54.0,61.0,0.27,29614.0
29614,2.56,4.16,4.13,439.0,56.0,61.9,0.27,29615.0
29615,2.68,4.32,4.31,439.0,56.0,62.1,0.3,29616.0
29616,2.66,4.28,4.26,439.0,58.0,62.3,0.3,29617.0
29617,2.84,4.58,4.56,439.0,54.0,62.1,0.36,29618.0
29618,2.87,4.62,4.59,439.0,53.0,62.3,0.36,29619.0
29619,2.62,4.35,4.33,439.0,59.0,60.4,0.3,29620.0
29620,2.36,3.95,3.93,439.0,65.0,59.9,0.23,29621.0
29621,2.73,4.25,4.28,439.0,55.0,64.0,0.3,29622.0
29622,2.78,4.55,4.51,440.0,55.0,61.4,0.34,29623.0
29623,2.57,4.06,4.05,440.0,55.0,63.4,0.26,29624.0
29624,2.49,4.18,4.15,440.0,61.0,59.8,0.26,29625.0
29625,2.7,4.4,4.35,441.0,54.0,61.8,0.31,29626.0
29626,2.72,4.23,4.26,441.0,58.0,64.1,0.3,29627.0
29627,2.79,4.37,4.34,441.0,54.0,64.1,0.32,29628.0
29628,2.78,4.54,4.49,441.0,58.0,61.6,0.35,29629.0
29629,2.56,4.15,4.12,442.0,57.0,61.9,0.27,29630.0
29630,2.68,4.36,4.34,442.0,55.0,61.5,0.31,29631.0
29631,2.43,3.98,3.96,442.0,56.0,61.3,0.23,29632.0
29632,2.48,3.98,3.95,442.0,54.0,62.5,0.24,29633.0
29633,2.73,4.42,4.39,442.0,54.7,62.0,0.32,29634.0
29634,2.48,4.04,3.99,442.0,56.0,61.8,0.24,29635.0
29635,2.68,4.31,4.29,442.0,53.7,62.4,0.3,29636.0
29636,2.44,4.01,3.97,442.0,57.0,61.0,0.23,29637.0
29637,2.64,4.29,4.26,442.0,63.0,61.8,0.3,29638.0
29638,2.62,4.28,4.23,442.0,61.0,61.6,0.3,29639.0
29639,2.54,4.2,4.16,443.0,57.0,60.8,0.27,29640.0
29640,2.79,4.56,4.52,706.0,57.0,61.5,0.35,29641.0
29641,2.81,4.55,4.51,706.0,59.0,62.0,0.35,29642.0
29642,2.78,4.51,4.45,706.0,60.0,62.1,0.35,29643.0
29643,2.81,4.51,4.48,706.0,58.0,62.5,0.35,29644.0
29644,2.82,4.56,4.52,706.0,56.0,62.1,0.35,29645.0
29645,2.83,4.55,4.51,706.0,55.0,62.5,0.35,29646.0
29646,2.79,4.56,4.53,706.0,59.0,61.4,0.35,29647.0
29647,2.82,4.52,4.49,706.0,56.0,62.6,0.35,29648.0
29648,2.76,4.56,4.52,706.0,57.0,60.8,0.35,29649.0
29649,2.79,4.54,4.48,706.0,58.0,61.9,0.35,29650.0
29650,2.81,4.6,4.55,706.0,55.0,61.4,0.35,29651.0
29651,2.8,4.53,4.52,706.0,55.0,61.9,0.35,29652.0
29652,2.79,4.56,4.53,706.0,56.0,61.4,0.35,29653.0
29653,2.78,4.54,4.5,706.0,58.0,61.5,0.35,29654.0
29654,2.82,4.55,4.53,706.0,57.0,62.1,0.35,29655.0
29655,2.76,4.54,4.5,706.0,62.0,61.1,0.35,29656.0
29656,2.78,4.56,4.53,706.0,56.0,61.2,0.35,29657.0
29657,2.8,4.58,4.54,706.0,54.0,61.4,0.35,29658.0
29658,2.76,4.58,4.55,706.0,57.0,60.5,0.35,29659.0
29659,2.8,4.53,4.51,706.0,55.0,61.9,0.35,29660.0
29660,2.79,4.55,4.53,706.0,59.0,61.5,0.35,29661.0
29661,2.8,4.53,4.48,706.0,55.0,62.2,0.35,29662.0
29662,2.81,4.53,4.49,706.0,59.0,62.3,0.35,29663.0
29663,2.83,4.56,4.53,706.0,55.0,62.3,0.35,29664.0
29664,2.81,4.51,4.5,706.0,57.0,62.4,0.35,29665.0
29665,2.8,4.54,4.5,706.0,54.0,61.9,0.35,29666.0
29666,2.76,4.6,4.52,706.0,57.0,60.5,0.35,29667.0
29667,2.82,4.54,4.48,706.0,57.0,62.5,0.35,29668.0
29668,2.77,4.58,4.54,706.0,61.0,60.7,0.35,29669.0
29669,2.72,4.43,4.45,707.0,55.0,61.3,0.32,29670.0
29670,2.62,4.2,4.18,707.0,55.0,62.6,0.28,29671.0
29671,2.59,4.23,4.2,707.0,56.0,61.6,0.28,29672.0
29672,2.6,4.27,4.24,707.0,57.0,61.1,0.28,29673.0
29673,2.58,4.25,4.22,707.0,57.0,61.0,0.28,29674.0
29674,2.68,4.47,4.39,707.0,56.0,60.5,0.31,29675.0
29675,2.61,4.27,4.24,707.0,56.0,61.5,0.28,29676.0
29676,2.6,4.21,4.17,707.0,57.0,62.1,0.28,29677.0
29677,2.7,4.29,4.26,707.0,59.0,63.2,0.3,29678.0
29678,2.92,4.7,4.67,707.0,55.0,62.3,0.39,29679.0
29679,2.99,4.79,4.73,707.0,56.0,62.8,0.41,29680.0
29680,2.72,4.47,4.44,707.0,56.0,61.1,0.32,29681.0
29681,2.79,4.58,4.56,707.0,56.0,61.1,0.35,29682.0
29682,2.91,4.77,4.73,707.0,56.0,61.3,0.39,29683.0
29683,2.72,4.35,4.38,707.0,56.0,62.3,0.31,29684.0
29684,2.75,4.37,4.41,707.0,57.0,62.6,0.32,29685.0
29685,2.79,4.63,4.6,707.0,56.0,60.5,0.35,29686.0
29686,2.91,4.7,4.77,707.0,60.0,61.5,0.4,29687.0
29687,2.94,4.7,4.67,707.0,59.0,62.8,0.4,29688.0
29688,2.97,4.74,4.71,707.0,58.0,62.9,0.4,29689.0
29689,2.96,4.73,4.7,707.0,59.0,62.8,0.4,29690.0
29690,2.72,4.39,4.36,707.0,54.0,62.2,0.31,29691.0
29691,2.68,4.36,4.32,707.0,58.0,61.8,0.31,29692.0
29692,2.67,4.4,4.38,707.0,56.0,60.8,0.31,29693.0
29693,2.7,4.36,4.32,707.0,59.0,62.2,0.31,29694.0
29694,2.74,4.37,4.33,707.0,58.0,63.0,0.31,29695.0
29695,2.67,4.43,4.39,707.0,58.0,60.5,0.31,29696.0
29696,2.72,4.32,4.3,707.0,57.0,63.1,0.31,29697.0
29697,2.69,4.39,4.36,707.0,54.0,61.5,0.31,29698.0
29698,2.7,4.36,4.33,707.0,58.0,62.1,0.31,29699.0
29699,2.69,4.38,4.34,707.0,54.0,61.7,0.31,29700.0
29700,2.69,4.35,4.32,707.0,56.0,62.1,0.31,29701.0
29701,2.71,4.29,4.26,707.0,59.0,63.4,0.31,29702.0
29702,2.69,4.38,4.35,707.0,55.0,61.6,0.31,29703.0
29703,2.95,4.74,4.7,707.0,57.0,62.5,0.4,29704.0
29704,2.75,4.47,4.42,707.0,56.0,61.9,0.32,29705.0
29705,2.7,4.33,4.29,707.0,57.0,62.6,0.31,29706.0
29706,2.65,4.44,4.4,707.0,62.0,60.0,0.31,29707.0
29707,2.68,4.38,4.35,707.0,56.0,61.4,0.31,29708.0
29708,2.66,4.34,4.31,707.0,58.0,61.5,0.31,29709.0
29709,2.71,4.37,4.34,707.0,56.0,62.2,0.31,29710.0
29710,2.7,4.35,4.31,707.0,56.0,62.4,0.31,29711.0
29711,2.72,4.31,4.28,707.0,57.0,63.3,0.31,29712.0
29712,2.73,4.32,4.3,707.0,56.0,63.3,0.31,29713.0
29713,2.71,4.34,4.31,707.0,57.0,62.7,0.31,29714.0
29714,2.68,4.34,4.32,707.0,58.0,61.9,0.31,29715.0
29715,2.71,4.32,4.26,707.0,58.0,63.2,0.31,29716.0
29716,2.69,4.36,4.33,707.0,55.0,61.9,0.31,29717.0
29717,2.71,4.36,4.33,707.0,56.0,62.4,0.31,29718.0
29718,2.71,4.33,4.31,707.0,57.0,62.7,0.31,29719.0
29719,2.72,4.28,4.24,707.0,56.0,63.8,0.31,29720.0
29720,2.68,4.38,4.34,707.0,56.0,61.5,0.31,29721.0
29721,2.72,4.32,4.28,707.0,58.0,63.3,0.31,29722.0
29722,2.67,4.33,4.27,707.0,56.0,62.1,0.31,29723.0
29723,2.67,4.34,4.3,707.0,58.0,61.8,0.31,29724.0
29724,2.7,4.33,4.29,707.0,58.0,62.6,0.31,29725.0
29725,2.67,4.43,4.4,707.0,58.0,60.5,0.31,29726.0
29726,2.73,4.38,4.33,707.0,54.0,62.7,0.31,29727.0
29727,2.68,4.36,4.31,707.0,56.0,61.8,0.31,29728.0
29728,2.7,4.3,4.28,707.0,58.0,62.9,0.31,29729.0
29729,2.7,4.31,4.25,707.0,57.0,63.1,0.31,29730.0
29730,2.68,4.35,4.32,707.0,57.0,61.8,0.31,29731.0
29731,2.65,4.38,4.36,707.0,59.0,60.6,0.31,29732.0
29732,2.7,4.31,4.27,707.0,58.0,62.9,0.31,29733.0
29733,3.01,4.76,4.73,707.0,56.0,63.4,0.41,29734.0
29734,2.9,4.85,4.82,708.0,56.0,60.0,0.4,29735.0
29735,2.72,4.43,4.4,708.0,55.0,61.6,0.32,29736.0
29736,2.73,4.42,4.39,708.0,54.0,62.0,0.32,29737.0
29737,2.74,4.43,4.41,708.0,56.0,62.0,0.32,29738.0
29738,2.74,4.42,4.4,708.0,54.0,62.1,0.32,29739.0
29739,2.73,4.44,4.42,708.0,56.0,61.6,0.32,29740.0
29740,2.73,4.48,4.44,708.0,56.0,61.2,0.32,29741.0
29741,2.73,4.45,4.42,708.0,54.0,61.6,0.32,29742.0
29742,2.73,4.42,4.4,708.0,54.0,61.9,0.32,29743.0
29743,2.71,4.43,4.41,708.0,56.0,61.3,0.32,29744.0
29744,2.73,4.42,4.39,708.0,54.0,62.0,0.32,29745.0
29745,2.75,4.45,4.42,708.0,55.0,62.0,0.32,29746.0
29746,3.01,4.84,4.88,708.0,54.0,61.9,0.43,29747.0
29747,2.84,4.54,4.61,708.0,60.0,62.1,0.37,29748.0
29748,2.81,4.67,4.7,708.0,57.0,60.0,0.37,29749.0
29749,2.85,4.51,4.53,708.0,57.0,63.1,0.36,29750.0
29750,2.73,4.3,4.27,709.0,58.0,63.7,0.31,29751.0
29751,2.88,4.7,4.65,709.0,59.4,61.7,0.39,29752.0
29752,3.05,4.95,4.91,709.0,54.0,61.9,0.45,29753.0
29753,2.78,4.54,4.59,709.0,57.0,60.9,0.35,29754.0
29754,2.66,4.23,4.27,709.0,59.0,62.6,0.3,29755.0
29755,2.68,4.24,4.27,709.0,58.0,63.0,0.3,29756.0
29756,2.67,4.24,4.29,709.0,56.0,62.6,0.3,29757.0
29757,2.68,4.27,4.31,709.0,58.0,62.5,0.3,29758.0
29758,2.68,4.3,4.34,709.0,56.0,62.0,0.3,29759.0
29759,2.96,4.78,4.84,709.0,59.0,61.5,0.42,29760.0
29760,2.79,4.5,4.53,709.0,58.0,61.8,0.35,29761.0
29761,2.78,4.52,4.58,709.0,60.0,61.1,0.35,29762.0
29762,2.77,4.53,4.59,709.0,62.0,60.7,0.35,29763.0
29763,2.81,4.54,4.58,709.0,56.0,61.6,0.35,29764.0
29764,2.82,4.54,4.58,709.0,56.0,61.8,0.35,29765.0
29765,2.74,4.57,4.62,709.0,62.0,59.6,0.35,29766.0
29766,2.68,4.31,4.35,709.0,57.0,61.9,0.3,29767.0
29767,2.62,4.32,4.34,709.0,60.0,60.5,0.3,29768.0
29768,2.65,4.32,4.36,709.0,57.0,61.1,0.3,29769.0
29769,2.67,4.28,4.31,709.0,58.0,62.2,0.3,29770.0
29770,2.69,4.3,4.32,709.0,56.0,62.4,0.3,29771.0
29771,2.68,4.3,4.33,709.0,56.0,62.1,0.3,29772.0
29772,2.64,4.31,4.33,709.0,59.0,61.1,0.3,29773.0
29773,2.65,4.31,4.34,709.0,57.0,61.3,0.3,29774.0
29774,2.7,4.27,4.29,709.0,57.0,63.1,0.3,29775.0
29775,2.67,4.28,4.29,709.0,55.0,62.3,0.3,29776.0
29776,2.68,4.24,4.29,709.0,59.0,62.8,0.3,29777.0
29777,2.67,4.25,4.28,709.0,60.0,62.6,0.3,29778.0
29778,2.62,4.27,4.29,709.0,60.0,61.2,0.3,29779.0
29779,2.71,4.23,4.26,709.0,56.0,63.8,0.3,29780.0
29780,2.66,4.24,4.27,709.0,60.0,62.5,0.3,29781.0
29781,2.66,4.35,4.37,709.0,56.0,61.0,0.3,29782.0
29782,2.66,4.32,4.35,709.0,56.0,61.4,0.3,29783.0
29783,2.65,4.34,4.35,709.0,54.0,61.0,0.3,29784.0
29784,2.6,4.34,4.37,709.0,59.0,59.7,0.3,29785.0
29785,2.69,4.31,4.35,709.0,54.0,62.1,0.3,29786.0
29786,2.68,4.32,4.34,709.0,54.0,61.9,0.3,29787.0
29787,2.65,4.29,4.34,709.0,55.0,61.4,0.3,29788.0
29788,2.61,4.3,4.32,709.0,60.0,60.6,0.3,29789.0
29789,2.63,4.3,4.33,709.0,56.0,61.0,0.3,29790.0
29790,2.68,4.3,4.33,709.0,56.0,62.1,0.3,29791.0
29791,2.66,4.3,4.34,709.0,56.0,61.6,0.3,29792.0
29792,2.64,4.3,4.35,709.0,60.0,61.0,0.3,29793.0
29793,2.67,4.31,4.35,709.0,56.0,61.7,0.3,29794.0
29794,2.68,4.28,4.32,709.0,58.0,62.3,0.3,29795.0
29795,2.65,4.29,4.32,709.0,58.0,61.6,0.3,29796.0
29796,2.69,4.29,4.32,709.0,57.0,62.5,0.3,29797.0
29797,2.63,4.29,4.33,709.0,57.0,61.0,0.3,29798.0
29798,2.68,4.29,4.33,709.0,55.0,62.2,0.3,29799.0
29799,2.72,4.28,4.31,709.0,55.0,63.3,0.3,29800.0
29800,2.65,4.28,4.32,709.0,57.0,61.6,0.3,29801.0
29801,2.67,4.28,4.31,709.0,58.0,62.2,0.3,29802.0
29802,2.67,4.28,4.31,709.0,58.0,62.2,0.3,29803.0
29803,2.71,4.28,4.31,709.0,55.0,63.1,0.3,29804.0
29804,2.65,4.28,4.31,709.0,59.0,61.7,0.3,29805.0
29805,2.66,4.28,4.31,709.0,56.0,61.9,0.3,29806.0
29806,2.65,4.26,4.29,709.0,60.0,62.0,0.3,29807.0
29807,2.71,4.26,4.29,709.0,56.0,63.4,0.3,29808.0
29808,2.73,4.27,4.29,709.0,57.0,63.8,0.3,29809.0
29809,2.61,4.27,4.29,709.0,61.0,61.0,0.3,29810.0
29810,2.65,4.25,4.28,709.0,58.0,62.1,0.3,29811.0
29811,2.66,4.25,4.3,709.0,56.0,62.2,0.3,29812.0
29812,2.67,4.26,4.28,709.0,57.0,62.5,0.3,29813.0
29813,2.67,4.26,4.28,709.0,59.0,62.5,0.3,29814.0
29814,2.65,4.23,4.26,709.0,60.0,62.4,0.3,29815.0
29815,2.66,4.23,4.26,709.0,60.0,62.7,0.3,29816.0
29816,2.69,4.24,4.27,709.0,56.0,63.2,0.3,29817.0
29817,2.65,4.24,4.28,709.0,61.0,62.2,0.3,29818.0
29818,2.68,4.22,4.25,709.0,59.0,63.3,0.3,29819.0
29819,2.64,4.22,4.25,709.0,59.0,62.3,0.3,29820.0
29820,2.63,4.25,4.28,709.0,60.0,61.7,0.3,29821.0
29821,2.6,4.22,4.3,709.0,60.0,61.0,0.3,29822.0
29822,2.87,4.48,4.53,709.0,57.0,63.7,0.35,29823.0
29823,2.63,4.26,4.32,709.0,60.0,61.3,0.3,29824.0
29824,2.7,4.41,4.37,710.0,55.0,61.5,0.31,29825.0
29825,2.69,4.28,4.26,710.0,56.0,63.0,0.31,29826.0
29826,2.71,4.3,4.28,710.0,55.0,63.2,0.3,29827.0
29827,2.89,4.71,4.68,710.0,56.0,61.6,0.38,29828.0
29828,2.97,4.85,4.81,710.0,59.0,61.5,0.42,29829.0
29829,3.03,4.91,4.89,710.0,55.0,61.8,0.43,29830.0
